Product SKU	Product Name	Product Description	Model	Category	Type	Subcategory
24592783	"Extra Polar Ice Sugar-Free Gum, 15 sticks"	"Extra Polar Ice Sugar-Free Gum, 15 sticks"		Office Supplies	Personal	Gum
24388008	"Dap Kwik Seal Ultra Premium Siliconized Kitchen & Bath Sealant, 10.1 oz., Clear (7079818898)"	"Dap Kwik Seal Ultra Premium Siliconized Kitchen & Bath Sealant, 10.1 oz., Clear (7079818898)"	7079818898	Office Supplies	Business	Home Improvement
952621	Brother LC103 Black High Yield Ink Cartridge (LC103BKS)	Brother LC103 Black High Yield Ink Cartridge (LC103BKS)	LC103BKS	Office Supplies	Business	Ink & Toner
24595414	"Original HP 218X Black High-yield Toner Cartridge, print up to 3,200 pages (W2180X)"	"HP 218X Black High Yield Toner Cartridge, Prints Up to 3200 Pages (W2180X)"	W2180X	Office Supplies	Business	Ink & Toner
1990399	HP 65 Black Standard Yield Ink Cartridge (N9K02AN#140)	"HP 65 Black Standard Yield Ink Cartridge, Prints Up to 120 Pages (N9K02AN#140)"	N9K02AN#140	Inventory	Business	Ink & Toner
24418465	"Coastwide Professional™ 20"" Toilet Plunger, Black (CW60568)"	"Coastwide Professional™ 20"" Toilet Plunger, Black (CW60568)"	CW60568-CC	Office Supplies	Business	Janitorial
24420005	"Coastwide Professional™ 36"" Lobby Broom, Gray (CW61069-CC)"	"Coastwide Professional™ 36"" Lobby Broom, Gray (CW61069-CC)"	CW61069-CC	Office Supplies	Business	Janitorial
24405521	"Coastwide Professional™ J-Series Duo Bath Tissue Dispenser, Black/Metallic (CWJ2BT-S)"	"Coastwide Professional™ J-Series Duo Bath Tissue Dispenser, Black/Metallic (CWJ2BT-S)"	CWJ2BT-S-CC	Office Supplies	Business	Janitorial
2244739	Brother P-Touch PTM95 Portable Label Maker	Brother P-Touch PTM95 Portable Label Maker	PTM95	Inventory	Business	Label Makers
166769	"Avery Color-Coding Labels, Dark Blue"	"Avery Laser/Inkjet Color-Coding Labels, 3/4"" Dia, Dark Blue, 1,008 Labels/Pack (5469)"	13955/5469	School Supplies	Personal	Labels
2837194	"Smead ETYJ Color Coding Labels, Light Blue"	"Smead ETYJ Color Coding Labels, 3/4"" x 1 1/2"", Light Blue with White Numerals, 500/Roll (68318)"	68318	School Supplies	Personal	Labels
24416458	"Baseline Permanent Markers, Fine Tip, Blue, 12/Pack (BL58129)"	"Baseline Permanent Markers, Fine Tip, Blue, 12/Pack (BL58129)"		Office Supplies	Business	Markers
33172	Expo Low Odor Fine Tip Dry Erase Marker	"Expo Low Odor Fine Tip Dry Erase Marker, Black"		Office Supplies	Business	Markers
483636	Expo Tank Dry Erase Marker Starter Set	"Expo Tank Dry Erase Marker, Chisel Tip, Assorted Colors, Starter Set/Kit (80653)"	80653	Office Supplies	Business	Markers
24376608	"TRU RED™ Pen Permanent Markers, Fine Tip, Red, 12/Pack (TR54539)"	"TRU RED™ Permanent Marker, Fine Tip, Red, 12/Pack (TR54539)"	TR54539	Office Supplies	Business	Markers
2400385	Staples Plus Membership	Staples Plus Membership	CLUBMEM.COM	Office Supplies	Business	Memberships
24645505	"Post-it Super Sticky Notes, Assorted Bright Colors, 8 Pads/Pack"	"Post-it Super Sticky Notes, 3"" x 3"", Assorted Bright Colors, 70 Sheets/Pad, 8 Pads/Pack (654-8SSAP)"	654-8SSAP	Office Supplies	Personal	Notes
122408	"Hammermill Copy Plus Paper, 500 Sheets"	"Hammermill Copy Plus 8.5"" x 11"" Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream (105007)"	105007/27062	Office Supplies	Business	Paper
122374	"Hammermill Copy Plus Paper, 5000 Sheets"	"Hammermill Copy Plus 8.5"" x 11"" Copy Paper, 20 lbs., 92 Brightness, 5000 Sheets/Carton (105007)"	105007CT/27061	Office Supplies	Business	Paper
24579067	"TRU RED™ 8.5"" x 11"" Copy Paper, 20 lbs., 92 Brightness, 600 Sheets/Ream, 6 Reams/Carton (TR62091)"	"TRU RED™ 8.5"" x 11"" Copy Paper, 20 lbs., 92 Brightness, 600 Sheets/Ream, 6 Reams/Carton (TR62091)"	TR62091	Office Supplies	Business	Paper
2847075	"Bounty Select-A-Size Double Roll Paper Towels, 12 Rolls/Pack"	"Bounty Select-A-Size Double Roll Paper Towels, 2-ply, 82 Sheets/Roll, 12 Rolls/Pack (66541/06130)"	57053/61305	Office Supplies	Personal	Paper Goods
102400	"Charmin Ultra Strong Mega Toilet Paper, 18 Rolls"	"Charmin Ultra Strong Mega Toilet Paper, 2-ply, White, 220 Sheets/Roll, 18 Rolls/Case (11055/15704)"	11055/15704	Office Supplies	Personal	Paper Goods
24405972	"Coastwide Professional™ J-Series 1-Ply Small Core Bath Tissue, White, 3000 Sheets/Roll, 18 Rolls/Carton (CWJBT-3000)"	"Coastwide Professional™ J-Series 1-Ply Small Core Bath Tissue, White, 3000 Sheets/Roll, 18 Rolls/Carton (CWJBT-3000)"		Office Supplies	Business	Paper Goods
24525832	"Kleenex Antiviral Facial Tissue, 4 Boxes/Pack"	"Kleenex Antiviral Facial Tissue, 3-ply, 55 Tissues/Box, 4 Boxes/Pack (54506)"	54506	Office Supplies	Personal	Paper Goods
24452173	"Puffs Ultra Soft Facial Tissues, 3 Boxes/Pack"	"Puffs Ultra Soft Facial Tissues, 124 Tissues/Box, 3 Boxes/Pack (35520)"	35520	Office Supplies	Personal	Paper Goods
390664	"Scott 1-Ply Standard Toilet Paper, White, 1000 Sheets/Roll, 12 Rolls/Case (10060)"	"Scott 1-Ply Standard Toilet Paper, White, 1000 Sheets/Roll, 12 Rolls/Case (10060)"	10060	Office Supplies	Business	Paper Goods
812375	"Scott Essential Recycled Coreless Toilet Paper, 2-Ply, White, 1000 Sheets/Roll, 36 Rolls/Case (04007)"	"Scott Essential Recycled Coreless Toilet Paper, 2-Ply, White, 1000 Sheets/Roll, 36 Rolls/Case (04007)"	4007	Office Supplies	Business	Paper Goods
24479671	"Scott 1-Ply Standard Toilet Paper, White, 1000 Sheets/Roll, 32 Rolls/Case (49209)"	"Scott Toilet Paper, 1-ply, White, 32,000 Sheets/Roll, 32 Rolls/Case (49209)"	49209/54350	Office Supplies	Business	Paper Goods
24417303	"Baseline Retractable Ballpoint Pens, Medium Point, Black Ink, Dozen (BL58253)"	"Baseline Retractable Ballpoint Pens, Medium Point, Black Ink, Dozen (BL58253)"		Office Supplies	Business	Pens
24580119	2025 At-A-Glance Abstract Weekly/Monthly Planner	"2025 At-A-Glance 8.5"" x 11"" Weekly/Monthly Planner, Abstract, (AYC52045)"	AYC52045	Office Supplies	Personal	Planners
24592836	HP LaserJet Pro MFP 3301fdw Wireless Color All-In-One Laser Printer	"HP LaserJet Pro MFP 3301fdw Wireless Color All-In-One Laser Printer, Print, Scan, Copy, Fax, Best for Office (499Q5F)"	499Q5F#BGJ	Office Supplies	Business	Printers
24392195	"Westcott 8"" Titanium Multi-Purpose/Heavy Duty Scissor"	"Westcott 8"" Titanium Multi-Purpose/Heavy Duty Scissor, Blunt Tip, Navy (17509)"	17509	Office Supplies	Business	Scissors
2724231	Honeywell Fire & Waterproof Safe Chest with Carry Handle (1533)	Honeywell Fire & Waterproof Safe Chest with Carry Handle (1533)	1533	Office Supplies	Business	Security
1989257	"12"" x 9"" x 9"" Shipping Boxes"	"12"" x 9"" x 9"" Shipping Boxes (ST55968)"	ST55968	Office Supplies	Business	Shipping Supplies
742293	"16"" x 12"" x 10"" Shipping Box"	"16"" x 12"" x 10"" Shipping Box, 32 ECT, Brown (10023)"	ST55961	Office Supplies	Business	Shipping Supplies
742295	"24"" x 10"" x 16"" Shipping Boxes"	"24"" x 10"" x 16"" Shipping Boxes (ST55963)"	ST55963	Office Supplies	Business	Shipping Supplies
304155	"24"" x 20"" x 20"" Heavy Duty Shipping Boxes"	"24"" x 20"" x 20"" Heavy Duty Shipping Boxes (ST55958)"	ST55958	Office Supplies	Business	Shipping Supplies
1669041	6.75 x 9 Self-Sealing Bubble Mailer	6.75 x 9 Self-Sealing Bubble Mailer (56563)	ST56563	Office Supplies	Business	Shipping Supplies
24428041	"Staples 3/16"" Bubble Roll, 12"" x 200'"	"Staples 3/16"" Bubble Roll, 12"" x 200', Clear (ST59156)"	ST59156	Office Supplies	Business	Shipping Supplies
24428037	"Staples 3/16"" Bubble Roll, 12"" x 30'"	"Staples 3/16"" Bubble Roll, 12"" x 30', Clear (ST59152)"	ST59152	Office Supplies	Business	Shipping Supplies
24429055	"Staples 5/16"" Bubble Roll, 12"" x 125'"	"Staples 5/16"" Bubble Roll, 12"" x 125', Clear (ST59158)"	ST59158	Office Supplies	Business	Shipping Supplies
380981	Special Order Software	Special Order Software		Office Supplies	Business	Software
24615808	TurboTax Home & Business 2024	"TurboTax Home & Business 2024 for 1 User, Windows/Mac, Product Key Card (5109009)"	5109009	Office Supplies	Business	Software
24418185	TRU RED Desktop Stapler Kit	"TRU RED™ Desktop Stapler Kit, 20-Sheet Capacity, Black (TR58081)"	TR58081	School Supplies	Personal	Staplers
24418178	TRU RED Mini Desktop Stapler	"TRU RED™ Mini Desktop Stapler, 10-Sheet Capacity, Black (TR58084)"	TR58084	School Supplies	Personal	Staplers
24593284	"Greenmade 27-Gallon Storage Tote, Black"	"Greenmade 27-Gallon Storage Tote, Black"		Office Supplies	Business	Storage
24600082	"Scotch Box Lock Heavy Duty Packing Tape, 8/Pack"	"Scotch Box Lock Heavy Duty Packing Tape, 1.88"" x 38.2 yds., Clear, 8/Pack (3950S-6-2BR6GC)"	3950S-6-2BR6GC	Office Supplies	Business	Tape
485949	"Scotch Foam Double-Sided Mounting Tape, 1"" x 12.5 yds., Gray (4011-LONG)"	"Scotch Foam Double-Sided Mounting Tape, 1"" x 12.5 yds., Gray (4011-LONG)"	4011-LONG	School Supplies	Personal	Tape
897518	"Scotch Heavy Duty Packing Tape, 6/Pack"	"Scotch Heavy Duty Packing Tape, 1.88"" x 43.7 yds., Clear, 6/Pack (3850-40-6)"	3850-40-6	Office Supplies	Business	Tape
750834	"Scotch Heavy Duty Packing Tape, 18/Pack"	"Scotch Heavy Duty Packing Tape, 1.88"" x 54.6 yds., Clear, 18/Pack (385018CP)"	385018CP	Office Supplies	Business	Tape
24631634	"Scotch Sure Start Packing Tape, 1.88"" x 54.6 yds., Clear (3450)"	"Scotch Sure Start Packing Tape, 1.88"" x 54.6 yds., Clear (3450)"	3450	Office Supplies	Business	Tape
24581798	3Brand Russell Wilson Pro Nike Laptop Backpack	"3Brand Russell Wilson Pro Nike Laptop Backpack, Medium, Black/Green (9AT047-023)"	9AT047-023	School Supplies	Personal	Backpacks
486110	5-Tab Insertable Poly Dividers	5-Tab Insertable Poly Dividers		School Supplies	Personal	Binders & Accessories
491831	8-Tab Insertable Poly Dividers	8-Tab Insertable Poly Dividers		School Supplies	Personal	Binders & Accessories
648822	"Staples 2"" 3-Ring Better Binder, D-Ring, Black (ST55871-CC)"	"Staples 2"" 3-Ring Better Binder, D-Ring, Black (ST55871-CC)"	ST55871-CC	School Supplies	Personal	Binders & Accessories
1306463	"Staples 3"" 3-Ring Non-View Binder, Red (ST26589-CC)"	"Staples 3"" 3-Ring Non-View Binder, Red (ST26589-CC)"		School Supplies	Personal	Binders & Accessories
24364269	Handwriting: Cursive for Elementary	Handwriting: Cursive for Elementary	405023MCM	School Supplies	Personal	Books
2097860	Five Star 2-Pocket Fastener Folder	"Five Star 2-Pocket Fastener Folder, Assorted Colors (34030)"	34030	School Supplies	Personal	Folders
2855093	Five Star Sports 4-Pocket Folder	"Five Star Sports 3-Hole Punched 4-Pocket Folder, Assorted Colors (33176)"	33176KBF	School Supplies	Personal	Folders
24297267	"Staples 3-Hole Punched 2-Pocket Plastic Portfolio Folder, Red (ST52803-CC)"	"Staples 3-Hole Punched 2-Pocket Plastic Portfolio Folder, Red (ST52803-CC)"	52803	School Supplies	Personal	Folders
24387349	"Staples 3-Hole Punched 4-Pocket Paper Presentation Folder, Teal"	"Staples 3-Hole Punched 4-Pocket Paper Presentation Folder, Teal (ST56215-CC)"	ST56215-CC	School Supplies	Personal	Folders
24386263	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Blue (ST55477-CC)"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Blue (ST55477-CC)"	ST55477-CC	School Supplies	Personal	Folders
24386294	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Green (ST55476-CC)"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Green (ST55476-CC)"	ST55476-CC	School Supplies	Personal	Folders
24386293	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Orange"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Orange (ST55474-CC)"	ST55474-CC	School Supplies	Personal	Folders
24386254	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Red (ST55473-CC)"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Red (ST55473-CC)"	ST55473-CC	School Supplies	Personal	Folders
24386262	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Teal (55478)"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Teal (55478)"	55478	School Supplies	Personal	Folders
24386258	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Yellow (55475)"	"Staples Matte 2-Pocket Plastic Portfolio Folder with Fasteners, Yellow (55475)"	ST55475-CC	School Supplies	Personal	Folders
24590914	Pokémon Trading Cards	Pokémon Trading Cards		School Supplies	Personal	Games
24476692	Elmer's Jumbo School Glue Sticks	"Elmer's Jumbo School Glue Washable Glue Sticks, 0.77 oz. (E578)"	E578	School Supplies	Personal	Glue
24589050	"Sharpie Stick Highlighter, Yellow, 4/Pack"	"Sharpie Stick Highlighter, Chisel Tip, Yellow, 4/Pack (1770695)"	1770695	School Supplies	Personal	Highlighters
24463350	"Avery Water-Resistant Laser/Inkjet ID Labels, 1-1/4"" x 3-1/2"", Assorted Border Colors, 4 Labels/Sheet, 20 Labels/Pack (41413)"	"Avery Water-Resistant Laser/Inkjet ID Labels on 4"" x 6"" Sheets, 1-1/4"" x 3-1/2"", Assorted Border Colors, 20 Labels/Pack (41413)"	41413	School Supplies	Personal	Labels
24462152	"Smead ETS 2021 Color-Coded Year Label, 0.5” x 1"", White/Blue, 25 Labels/Sheet, 10 Sheets/Pack, 250 Labels/Pack (67921)"	"Smead ETS 2021 Color-Coded Year Label, 0.5” x 1"", White/Blue, 25 Labels/Sheet, 10 Sheets/Pack, 250 Labels/Pack (67921)"	67921	School Supplies	Personal	Labels
24626384	Five Star Poly Composition Notebook	Five Star Poly Composition Notebook		School Supplies	Personal	Notebooks
24431692	"Moleskine Classic Professional Notebook, Hydrangea Blue"	"Moleskine Classic Professional Notebooks, 7.5"" x 9.75"", Narrow Ruled, 192 Sheets, Hydrangea Blue (851014)"	851014	School Supplies	Personal	Notebooks
2548675	Rocketbook Wave Smart Notebook	"Rocketbook Wave 1-Subject Smart Notebook, 8.5"" x 9.5"", Dotted, 40 Sheets, Blue (WAV-S-K-A)"	WAV-S-K-A	School Supplies	Personal	Notebooks
919350	"Staples 1-Subject Composition Notebook, 7.5"" x 9.75"", College Ruled, 100 Sheets, Black (ST55064C)"	"Staples 1-Subject Composition Notebook, 7.5"" x 9.75"", College Ruled, 100 Sheets, Black (ST55064C)"	ST55064C	School Supplies	Personal	Notebooks
912462	"Staples 1-Subject Composition Notebook, Wide Ruled"	"Staples 1-Subject Composition Notebook, 7.5"" x 9.75"", Wide Ruled, 100 Sheets, Color chosen at random (ST55077C)"	ST55077C	School Supplies	Personal	Notebooks
658961	"Staples 1-Subject Composition Notebooks, 3.25"" x 4.5"", College Ruled, 80 Sheets, Assorted Colors, 2/Pack (ST17501C)"	"Staples 1-Subject Composition Notebooks, 3.25"" x 4.5"", College Ruled, 80 Sheets, Assorted Colors, 2/Pack (ST17501C)"	ST17501C	School Supplies	Personal	Notebooks
421175	"Staples Poly Composition Notebook, Wide Ruled"	"Staples® Poly Composition Notebook, 7.5"" x 9.75"", Wide Ruled, 80 Sheets, Color chosen at random (ST54890)"	ST54890C	School Supplies	Personal	Notebooks
24424014	"TRU RED Premium 3-Subject Notebook, 8"" x 10.5"""	"TRU RED Premium 3-Subject Notebook, 8"" x 10.5"""		School Supplies	Personal	Notebooks
395705	"Post-it Notes, 3"" x 3"", Canary, 4 Pads/Pack"	"Post-it Notes, 3"" x 3"", Canary Collection, 50 Sheet/Pad, 4 Pads/Pack (5400)"	5400	School Supplies	Personal	Notes
24590699	"Astrobrights Colored Paper, 24 lbs., 8.5"" x 11"", Assorted Galactic Blues, 100 Sheets/Ream (91529)"	"Astrobrights Colored Paper, 24 lbs., 8.5"" x 11"", Assorted Galactic Blues, 100 Sheets/Ream (91529)"	91529	School Supplies	Personal	Paper
126465	"Staples Wide Ruled Filler Paper, 100 Sheets"	"Staples Wide Ruled Filler Paper, 8"" x 10.5"", White, 100 Sheets/Pack (ST23904G)"	ST23904G	School Supplies	Personal	Paper
300525	"Crayola Colored Pencils, 12/Box"	"Crayola Colored Pencils, Assorted Colors, 12/Box (68-4012)"	68-4012	School Supplies	Personal	Pencils
384143	"Staples Mechanical Pencil, 0.5mm, #2 Soft Lead, Dozen (10942-CC)"	"Staples Mechanical Pencil, 0.5mm, #2 Soft Lead, Dozen (10942-CC)"		School Supplies	Personal	Pencils
505711	"Ticonderoga Wooden Pencil, #2, 24/Pack"	"Ticonderoga The World's Best Pencil Wooden Pencil, 2.2mm, #2 Soft Lead, 24/Pack (X13924X)"	X13924X	School Supplies	Personal	Pencils
421222	"Paper Mate Eraser Mate Erasable Ballpoint Pen, 5/Pack"	"Paper Mate Eraser Mate Erasable Ballpoint Pen, Medium Point, Black Ink, 5/Pack (3163558PP)"	316-35	School Supplies	Personal	Pens
24549771	"Sharpie S-Gel Retractable Gel Pen, Medium Point, Assorted Ink, Dozen (2129832)"	"Sharpie S-Gel Retractable Gel Pen, Medium Point, Assorted Ink, Dozen (2129832)"	2129832	School Supplies	Personal	Pens
24420229	Staedtler Pigment Liner 0.5mm Pen	Staedtler Pigment Liner 0.5mm Pen		School Supplies	Personal	Pens
24585052	"Staples ProGel Retractable Gel Pen, Blue"	"Staples ProGel™ Retractable Gel Pen, Fine Point, 0.7mm, Blue Ink (ST62342)"	ST62342-CC	School Supplies	Personal	Pens
24474492	Five Star Zipper Mesh Pouch	"Five Star Zipper Mesh Pouch, Black/Gray/Green/Yellow/Red/Blue/Pink (50782)"	50782	School Supplies	Personal	Pouches
24413845	3D Display Board	3D Display Board		School Supplies	Personal	Project Boards
24599156	"Flipside Tri-Fold Project Board, 48"" x 36"", Corrugated Paper, White, 4/Pack (18042)"	"Flipside Tri-Fold Project Board, 48"" x 36"", Corrugated Paper, White, 4/Pack (18042)"	18042	School Supplies	Personal	Project Boards
24439529	White Trifold Foam Board	White Trifold Foam Board		School Supplies	Personal	Project Boards
2773034	"Staples 12"" Wooden Ruler"	"Staples 12"" Wooden Standard Imperial Scale Ruler, Wooden (51881-CC)"	ST51881-CC	School Supplies	Personal	Rulers
324568	Master Lock Combination Padlock (1530DCM)	Master Lock Combination Padlock (1530DCM)	Q1530DCM	School Supplies	Personal	Security
211540	"Scotch Magic Invisible Clear Tape With Dispenser, 0.75"" x 18 yds., 1"" Core, Transparent, 6 Rolls/Pack (6122)"	"Scotch Magic Invisible Clear Tape With Dispenser, 0.75"" x 18 yds., 1"" Core, Transparent, 6 Rolls/Pack (6122)"		School Supplies	Personal	Tape